Estado,Ano,Municipio,Unnamed: 0,Mortos,Pessoas,Acidente
RJ,2015,MANGARATIBA,8922491,5,391,164
RJ,2015,MESQUITA,1654838,3,78,29
RJ,2015,NITEROI,21926569,4,1002,428
RJ,2015,NOVA IGUACU,25700979,16,1128,466
RJ,2015,PARACAMBI,1983773,1,40,29
RJ,2015,PARAIBA DO SUL,3353605,3,111,55
RJ,2015,PARATI,5323266,11,212,96
RJ,2015,PETROPOLIS,28733622,17,971,534
RJ,2015,PINHEIRAL,224125,0,9,4
RJ,2015,PIRAI,23375044,8,627,404
RJ,2015,PORTO REAL,3284581,4,108,62
RJ,2015,QUEIMADOS,6376490,8,256,115
RJ,2015,QUISSAMA,135759,0,6,3
RJ,2015,RESENDE,12099308,6,439,200
RJ,2015,RIO BONITO,10441588,14,352,166
RJ,2015,RIO DAS OSTRAS,468790,0,23,12
RJ,2015,RIO DE JANEIRO,21937537,15,918,390
RJ,2015,SAO GONCALO,20512574,16,885,374
RJ,2015,SAO JOAO DA BARRA,1661225,2,77,28
RJ,2015,SAO JOAO DE MERITI,14767983,6,661,255
RJ,2015,SAPUCAIA,9376055,9,314,150
RJ,2015,SEROPEDICA,10577373,12,389,180
RJ,2015,SILVA JARDIM,8175298,18,372,136
RJ,2015,TANGUA,4685395,5,176,79
RJ,2015,TERESOPOLIS,14316976,15,520,223
RJ,2015,TRES RIOS,9499719,7,332,172
RJ,2015,VASSOURAS,5098803,6,203,88
RJ,2015,VOLTA REDONDA,13208907,4,558,257
RJ,2016,ANGRA DOS REIS,11321250,9,562,236
RJ,2016,AREAL,4142404,4,150,82
RJ,2016,BARRA DO PIRAI,5330795,10,247,108
RJ,2016,BARRA MANSA,14335043,7,540,259
RJ,2016,BELFORD ROXO,1002296,1,51,24
RJ,2016,CAMPOS DOS GOYTACAZES,22018437,43,954,440
RJ,2016,CARAPEBUS,609076,0,16,11
RJ,2016,CARDOSO MOREIRA,1045793,4,48,20
RJ,2016,CARMO,149186,0,6,3
RJ,2016,CASIMIRO DE ABREU,4335752,5,181,84
RJ,2016,COMENDADOR LEVY GASPARIAN,2532417,2,90,51
RJ,2016,CONCEICAO DE MACABU,171101,0,6,5
RJ,2016,DUQUE DE CAXIAS,27941326,19,1368,590
RJ,2016,GUAPIMIRIM,5660553,14,276,122
RJ,2016,ITABORAI,10319820,8,445,209
RJ,2016,ITAGUAI,6138960,13,306,127
RJ,2016,ITALVA,594282,1,32,12
RJ,2016,ITAPERUNA,2383086,8,126,52
RJ,2016,ITATIAIA,4622880,5,176,89
RJ,2016,JAPERI,74342,0,6,1
RJ,2016,MACAE,4176448,8,168,77
RJ,2016,MAGE,11251972,10,469,225
RJ,2016,MANGARATIBA,6120916,12,362,123
RJ,2016,MESQUITA,292593,0,11,5
RJ,2016,NITEROI,7367733,5,351,161
RJ,2016,NOVA IGUACU,12972649,18,652,271
RJ,2016,PARACAMBI,1059090,4,31,21
RJ,2016,PARAIBA DO SUL,1641153,4,73,31
RJ,2016,PARATI,2660119,6,143,63
RJ,2016,PETROPOLIS,17366175,8,707,356
RJ,2016,PINHEIRAL,89436,0,1,1
RJ,2016,PIRAI,15487114,9,562,321
RJ,2016,PORTO REAL,2474639,0,85,49
RJ,2016,QUEIMADOS,2931018,10,129,66
RJ,2016,QUISSAMA,126448,0,5,2
RJ,2016,RESENDE,7401961,7,340,144
RJ,2016,RIO BONITO,5802901,14,254,117
RJ,2016,RIO DAS OSTRAS,831457,2,38,18
RJ,2016,RIO DE JANEIRO,10202629,10,512,211
RJ,2016,SAO GONCALO,14968220,21,662,293
RJ,2016,SAO JOAO DA BARRA,734327,4,56,19
RJ,2016,SAO JOAO DE MERITI,5147669,7,248,107
RJ,2016,SAPUCAIA,5535405,4,243,108
RJ,2016,SEROPEDICA,6400703,1,271,125
RJ,2016,SILVA JARDIM,4230618,16,218,89
RJ,2016,TANGUA,2388413,2,88,49
RJ,2016,TERESOPOLIS,9124578,16,396,186
RJ,2016,TRES RIOS,7154420,4,346,154
RJ,2016,VASSOURAS,4197659,10,202,87
RJ,2016,VOLTA REDONDA,5719722,5,249,114
RJ,2017,ANGRA DOS REIS,9041342,14,591,214
RJ,2017,AREAL,3412438,4,156,69
RJ,2017,BARRA DO PIRAI,3746224,6,168,77
RJ,2017,BARRA MANSA,12038870,15,602,270
RJ,2017,BELFORD ROXO,903872,0,43,18
RJ,2017,BOM JESUS DO ITABAPOANA,26919,0,4,2
RJ,2017,CAMPOS DOS GOYTACAZES,20105027,29,865,416
RJ,2017,CARAPEBUS,264040,0,16,8
RJ,2017,CARDOSO MOREIRA,396781,1,16,7
RJ,2017,CARMO,73687,0,2,1
RJ,2017,CASIMIRO DE ABREU,4196872,5,147,89
RJ,2017,COMENDADOR LEVY GASPARIAN,1670642,2,79,36
RJ,2017,CONCEICAO DE MACABU,526150,0,11,9
RJ,2017,DUQUE DE CAXIAS,25686021,21,1328,580
RJ,2017,GUAPIMIRIM,5096348,8,295,130
RJ,2017,ITABORAI,9702399,24,461,212
RJ,2017,ITAGUAI,5856990,8,323,120
RJ,2017,ITALVA,764968,4,29,15
RJ,2017,ITAPERUNA,1982319,7,91,43
RJ,2017,ITATIAIA,3049708,3,142,73
RJ,2017,MACAE,2563294,1,108,52
RJ,2017,MAGE,8175203,10,420,181
RJ,2017,MANGARATIBA,5778199,10,377,126
RJ,2017,MESQUITA,905026,4,44,19
RJ,2017,NITEROI,5971733,3,287,128
RJ,2017,NOVA IGUACU,10948216,21,573,244
RJ,2017,PARACAMBI,1448297,3,70,28
RJ,2017,PARAIBA DO SUL,1525563,0,67,33
RJ,2017,PARATY,2600004,3,150,65
RJ,2017,PETROPOLIS,16095248,15,712,358
RJ,2017,PINHEIRAL,182901,0,9,5
RJ,2017,PIRAI,12770163,6,524,277
RJ,2017,PORTO REAL,1829201,1,96,46
RJ,2017,QUEIMADOS,2699260,5,149,65
RJ,2017,QUISSAMA,209305,1,8,3
RJ,2017,RESENDE,7246935,10,330,165
RJ,2017,RIO BONITO,6564979,10,267,135
RJ,2017,RIO DAS FLORES,76783,0,3,1
RJ,2017,RIO DAS OSTRAS,369344,0,15,7
RJ,2017,RIO DE JANEIRO,10768119,11,592,238
RJ,2017,SANTA MARIA MADALENA,33834,1,6,3
RJ,2017,SAO GONCALO,13531122,6,603,281
RJ,2017,SAO JOAO DA BARRA,613635,6,37,14
RJ,2017,SAO JOAO DE MERITI,6151882,4,343,135
RJ,2017,SAO JOSE DO VALE DO RIO PRETO,48971,0,8,2
RJ,2017,SAPUCAIA,5804374,13,270,126
RJ,2017,SEROPEDICA,6179568,8,267,129
RJ,2017,SILVA JARDIM,4691172,4,205,105
RJ,2017,TANGUA,2239690,2,113,50
RJ,2017,TERESOPOLIS,9119338,14,438,203
RJ,2017,TRES RIOS,7413691,7,314,157
RJ,2017,VASSOURAS,2422211,4,124,55
RJ,2017,VOLTA REDONDA,6357459,7,307,142
RJ,2018,ANGRA DOS REIS,5148340,8,442,150
RJ,2018,AREAL,889720,2,71,35
RJ,2018,BARRA DO PIRAI,3091062,9,214,73
RJ,2018,BARRA MANSA,5305854,6,357,162
RJ,2018,BELFORD ROXO,493106,0,27,12
RJ,2018,CAMPOS DOS GOYTACAZES,11874234,29,757,306
RJ,2018,CARAPEBUS,162859,0,13,9
RJ,2018,CARDOSO MOREIRA,587312,5,31,16
RJ,2018,CARMO,49696,1,1,1
RJ,2018,CASIMIRO DE ABREU,1842390,9,143,49
RJ,2018,COMENDADOR LEVY GASPARIAN,673237,1,62,27
RJ,2018,CONCEICAO DE MACABU,126859,0,5,3
RJ,2018,DUQUE DE CAXIAS,17972473,21,1133,485
RJ,2018,GUAPIMIRIM,3153222,3,210,94
RJ,2018,ITABORAI,6260019,10,400,168
RJ,2018,ITAGUAI,3591515,14,256,99
RJ,2018,ITALVA,310667,2,18,10
RJ,2018,ITAPERUNA,1845035,6,92,39
RJ,2018,ITATIAIA,2484793,2,173,69
RJ,2018,JAPERI,241861,0,5,4
RJ,2018,MACAE,1211039,8,77,32
RJ,2018,MAGE,5298217,5,325,143
RJ,2018,MANGARATIBA,3160671,7,245,87
RJ,2018,MESQUITA,401661,2,43,15
RJ,2018,NATIVIDADE,33381,0,1,1
RJ,2018,NITEROI,4494496,4,337,113
RJ,2018,NOVA IGUACU,8064722,13,628,227
RJ,2018,PARACAMBI,559769,0,34,20
RJ,2018,PARAIBA DO SUL,1349842,0,83,38
RJ,2018,PARATY,1501638,3,92,39
RJ,2018,PETROPOLIS,10212872,12,521,276
RJ,2018,PINHEIRAL,9139,0,2,1
RJ,2018,PIRAI,4962921,4,290,160
RJ,2018,PORTO REAL,1165192,1,76,37
RJ,2018,QUEIMADOS,1893487,9,139,66
RJ,2018,RESENDE,3891841,9,235,111
RJ,2018,RIO BONITO,2881032,3,165,82
RJ,2018,RIO DAS FLORES,121759,0,5,3
RJ,2018,RIO DAS OSTRAS,169160,0,17,7
RJ,2018,RIO DE JANEIRO,6136685,4,436,181
RJ,2018,SANTA MARIA MADALENA,46966,0,2,1
RJ,2018,SAO GONCALO,8331018,4,547,228
RJ,2018,SAO JOAO DA BARRA,259477,1,28,11
RJ,2018,SAO JOAO DE MERITI,3903446,5,275,114
RJ,2018,SAO JOSE DO VALE DO RIO PRETO,39792,0,5,2
RJ,2018,SAPUCAIA,3666219,12,221,102
RJ,2018,SEROPEDICA,4131718,11,279,116
RJ,2018,SILVA JARDIM,1772408,11,120,56
RJ,2018,TANGUA,1525405,3,94,41
RJ,2018,TERESOPOLIS,5757829,9,364,159
RJ,2018,TRES RIOS,3411518,4,208,97
RJ,2018,VASSOURAS,2785706,1,183,75
RJ,2018,VOLTA REDONDA,4386863,3,300,123
RJ,2019,ANGRA DOS REIS,6576226,14,460,185
RJ,2019,AREAL,1259259,1,97,37
RJ,2019,BARRA DO PIRAI,2354422,15,186,69
RJ,2019,BARRA MANSA,4588615,13,379,144
RJ,2019,BELFORD ROXO,876898,2,56,26
RJ,2019,CAMPOS DOS GOYTACAZES,11521359,25,829,342
RJ,2019,CARAPEBUS,97872,0,3,2
RJ,2019,CARDOSO MOREIRA,656427,2,28,18
RJ,2019,CARMO,153447,0,55,3
RJ,2019,CASIMIRO DE ABREU,1420671,4,115,46
RJ,2019,COMENDADOR LEVY GASPARIAN,483073,0,23,11
RJ,2019,CONCEICAO DE MACABU,59737,1,4,2
RJ,2019,DUQUE DE CAXIAS,19120383,25,1357,568
RJ,2019,GUAPIMIRIM,3124979,13,258,105
RJ,2019,ITABORAI,7260608,11,522,223
RJ,2019,ITAGUAI,3521625,9,240,100
RJ,2019,ITALVA,593038,4,35,14
RJ,2019,ITAPERUNA,2191660,13,158,60
RJ,2019,ITATIAIA,1348701,4,83,41
RJ,2019,JAPERI,322166,2,15,10
RJ,2019,MACAE,1396729,5,93,37
RJ,2019,MAGE,4091359,9,287,121
RJ,2019,MANGARATIBA,2909370,6,234,85
RJ,2019,MESQUITA,283957,0,19,8
RJ,2019,NITEROI,4763486,5,317,138
RJ,2019,NOVA IGUACU,8650304,23,623,250
RJ,2019,PARACAMBI,378812,0,18,11
RJ,2019,PARAIBA DO SUL,697108,1,35,18
RJ,2019,PARATY,1948777,2,121,53
RJ,2019,PETROPOLIS,8759561,11,571,270
RJ,2019,PINHEIRAL,78643,0,7,3
RJ,2019,PIRAI,4052323,12,239,120
RJ,2019,PORTO REAL,480795,1,28,15
RJ,2019,QUATIS,98970,0,2,2
RJ,2019,QUEIMADOS,1861910,7,155,57
RJ,2019,RESENDE,2998428,10,214,98
RJ,2019,RIO BONITO,1852723,12,130,64
RJ,2019,RIO DAS OSTRAS,115616,0,15,6
RJ,2019,RIO DE JANEIRO,6488247,6,415,177
RJ,2019,SAO GONCALO,7926252,10,575,238
RJ,2019,SAO JOAO DA BARRA,427538,4,37,18
RJ,2019,SAO JOAO DE MERITI,4330512,5,284,126
RJ,2019,SAO JOSE DO VALE DO RIO PRETO,38676,0,2,1
RJ,2019,SAPUCAIA,3648569,12,211,97
RJ,2019,SEROPEDICA,4760218,21,365,150
RJ,2019,SILVA JARDIM,1551817,8,88,38
RJ,2019,TANGUA,1414092,2,86,42
RJ,2019,TERESOPOLIS,5511444,10,322,156
RJ,2019,TRES RIOS,2653355,2,198,86
RJ,2019,VASSOURAS,1898720,10,151,55
RJ,2019,VOLTA REDONDA,2245562,1,144,60
RJ,2020,ANGRA DOS REIS,5098410,7,418,169
RJ,2020,AREAL,628158,0,45,26
RJ,2020,BARRA DO PIRAI,2088350,4,129,57
RJ,2020,BARRA MANSA,3297776,4,219,104
RJ,2020,BELFORD ROXO,663466,1,37,18
RJ,2020,CAMPOS DOS GOYTACAZES,9240230,24,689,289
RJ,2020,CARAPEBUS,134738,0,10,5
RJ,2020,CARDOSO MOREIRA,307325,4,22,10
RJ,2020,CASIMIRO DE ABREU,1847481,4,133,57
RJ,2020,COMENDADOR LEVY GASPARIAN,358909,3,34,15
RJ,2020,CONCEICAO DE MACABU,108944,0,7,3
RJ,2020,DUQUE DE CAXIAS,16969160,22,1167,527
RJ,2020,GUAPIMIRIM,2230351,5,155,70
RJ,2020,ITABORAI,6664494,12,424,194
RJ,2020,ITAGUAI,2870719,12,220,87
RJ,2020,ITALVA,344797,1,15,9
RJ,2020,ITAPERUNA,1028151,4,87,39
RJ,2020,ITATIAIA,1413601,2,66,37
RJ,2020,JAPERI,250101,1,24,9
RJ,2020,MACAE,1429728,14,120,39
RJ,2020,MAGE,4375939,11,317,132
RJ,2020,MANGARATIBA,3171136,6,297,105
RJ,2020,MESQUITA,362720,0,28,15
RJ,2020,NITEROI,3934937,2,242,109
RJ,2020,NOVA IGUACU,9540781,14,680,284
RJ,2020,PARACAMBI,408839,0,28,13
RJ,2020,PARAIBA DO SUL,663118,2,47,20
RJ,2020,PARATY,1700543,5,143,58
RJ,2020,PETROPOLIS,6811153,6,490,201
RJ,2020,PINHEIRAL,48781,2,5,2
RJ,2020,PIRAI,3542854,8,221,111
RJ,2020,PORTO REAL,842564,1,47,28
RJ,2020,QUEIMADOS,1195144,8,90,40
RJ,2020,QUISSAMA,40143,0,4,1
RJ,2020,RESENDE,2801424,4,161,78
RJ,2020,RIO BONITO,2874457,5,192,86
RJ,2020,RIO DAS FLORES,47802,0,19,2
RJ,2020,RIO DAS OSTRAS,287732,2,23,7
RJ,2020,RIO DE JANEIRO,6098808,8,461,201
RJ,2020,SAO GONCALO,6215322,8,497,210
RJ,2020,SAO JOAO DA BARRA,544260,6,40,16
RJ,2020,SAO JOAO DE MERITI,3952141,5,266,119
RJ,2020,SAO JOSE DO VALE DO RIO PRETO,62918,0,2,1
RJ,2020,SAPUCAIA,2480432,8,186,75
RJ,2020,SEROPEDICA,4511421,8,324,135
RJ,2020,SILVA JARDIM,1550337,12,113,47
RJ,2020,TANGUA,1871079,6,142,49
RJ,2020,TERESOPOLIS,4598872,3,301,145
RJ,2020,TRES RIOS,2418327,6,165,84
RJ,2020,VASSOURAS,1062939,2,78,33
RJ,2020,VOLTA REDONDA,2180268,0,176,63
RJ,2021,ANGRA DOS REIS,1149038,8,219,87
RJ,2021,AREAL,116068,1,15,10
RJ,2021,BARRA DO PIRAI,211947,1,33,18
RJ,2021,BARRA MANSA,469975,5,89,41
RJ,2021,BELFORD ROXO,135674,0,27,12
RJ,2021,CAMPOS DOS GOYTACAZES,1644687,2,293,120
RJ,2021,CARAPEBUS,22361,0,10,3
RJ,2021,CARDOSO MOREIRA,17796,2,5,3
RJ,2021,CASIMIRO DE ABREU,275954,0,45,22
RJ,2021,COMENDADOR LEVY GASPARIAN,100778,0,13,7
RJ,2021,CONCEICAO DE MACABU,12557,0,19,1
RJ,2021,DUQUE DE CAXIAS,2618610,7,487,208
RJ,2021,GUAPIMIRIM,558169,3,82,38
RJ,2021,ITABORAI,867512,6,175,73
RJ,2021,ITAGUAI,814989,8,128,57
RJ,2021,ITALVA,16627,1,17,3
RJ,2021,ITAPERUNA,259023,5,53,20
RJ,2021,ITATIAIA,140517,4,27,11
RJ,2021,JAPERI,69032,0,20,6
RJ,2021,MACAE,122612,1,23,10
RJ,2021,MAGE,565505,2,119,50
RJ,2021,MANGARATIBA,637400,3,154,55
RJ,2021,MESQUITA,112012,0,23,10
RJ,2021,NITEROI,595536,0,123,51
RJ,2021,NOVA IGUACU,1634918,11,324,128
RJ,2021,PARACAMBI,133014,0,18,8
RJ,2021,PARAIBA DO SUL,161779,1,24,10
RJ,2021,PARATY,434149,1,92,35
RJ,2021,PETROPOLIS,977483,4,169,87
RJ,2021,PINHEIRAL,7801,0,6,1
RJ,2021,PIRAI,490676,4,74,45
RJ,2021,PORTO REAL,90854,0,10,6
RJ,2021,QUEIMADOS,347172,4,65,32
RJ,2021,QUISSAMA,18639,0,3,2
RJ,2021,RESENDE,479808,1,87,34
RJ,2021,RIO BONITO,455697,3,74,37
RJ,2021,RIO DAS FLORES,6922,0,1,1
RJ,2021,RIO DAS OSTRAS,55183,0,4,3
RJ,2021,RIO DE JANEIRO,1231717,2,215,90
RJ,2021,SAO GONCALO,1001604,5,210,79
RJ,2021,SAO JOAO DA BARRA,80855,2,27,9
RJ,2021,SAO JOAO DE MERITI,608645,2,91,42
RJ,2021,SAO JOSE DO VALE DO RIO PRETO,9182,0,2,1
RJ,2021,SAPUCAIA,390193,5,59,34
RJ,2021,SEROPEDICA,698926,5,124,54
RJ,2021,SILVA JARDIM,124759,1,29,14
RJ,2021,SUMIDOURO,126,0,2,1
RJ,2021,TANGUA,191308,0,39,16
RJ,2021,TERESOPOLIS,954216,7,179,73
RJ,2021,TRES RIOS,440115,5,68,32
RJ,2021,VASSOURAS,289952,1,51,20
RJ,2021,VOLTA REDONDA,396591,2,66,29
RN,2007,ACARI,1093861,1,36,18
RN,2007,ANGICOS,1804945,7,51,24
RN,2007,APODI,756658,2,29,12
RN,2007,AREIA BRANCA,767865,4,22,14
RN,2007,ARES,894546,0,31,14
RN,2007,ASSU,2211592,4,66,35
RN,2007,BAIA FORMOSA,8022,0,2,1
RN,2007,BOM JESUS,558332,1,24,12
RN,2007,CAICARA DO NORTE,53959,0,1,1
RN,2007,CAICARA DO RIO DO VENTO,949171,1,28,16
RN,2007,CAICO,1547167,1,55,24
RN,2007,CAMPO GRANDE,118009,0,2,1
RN,2007,CAMPO REDONDO,784117,1,19,11
RN,2007,CANGUARETAMA,2436072,3,67,32
RN,2007,CEARA-MIRIM,4363621,5,178,77
RN,2007,CURRAIS NOVOS,2870007,3,82,44
RN,2007,EXTREMOZ,2537458,5,108,51
RN,2007,FELIPE GUERRA,101150,0,3,1
RN,2007,FERNANDO PEDROZA,416568,0,11,8
RN,2007,FLORANIA,127571,2,5,1
RN,2007,GOIANINHA,3268264,2,104,47
RN,2007,GOVERNADOR DIX-SEPT ROSADO,87751,1,4,2
RN,2007,GUAMARE,236915,1,9,4
RN,2007,IELMO MARINHO,231847,2,12,5
RN,2007,IPANGUACU,79317,0,6,2
RN,2007,ITAJA,1165518,5,45,17
RN,2007,ITAU,191593,0,4,2
RN,2007,JANDAIRA,799939,2,23,10
RN,2007,JARDIM DO SERIDO,1224652,2,37,18
RN,2007,JOAO CAMARA,908963,1,30,13
RN,2007,JOSE DA PENHA,11026,1,3,1
RN,2007,JUCURUTU,207002,1,6,2
RN,2007,LAJES,2340422,5,64,36
RN,2007,LAJES PINTADAS,293760,1,6,3
RN,2007,MACAIBA,10633523,12,347,164
RN,2007,MACAU,117494,0,3,2
RN,2007,MAXARANGUAPE,535013,3,37,9
RN,2007,MOSSORO,26988843,38,906,430
RN,2007,NATAL,64670995,11,2131,965
RN,2007,PARAU,119070,0,2,1
RN,2007,PARNAMIRIM,34335065,13,1107,519
RN,2007,PAU DOS FERROS,106446,0,2,1
RN,2007,PEDRO AVELINO,56114,1,2,1
RN,2007,POCO BRANCO,246499,3,10,3
RN,2007,RIACHUELO,532438,1,30,11
RN,2007,RIO DO FOGO,185640,2,16,6
RN,2007,SANTA CRUZ,2005104,2,69,32
RN,2007,SANTA MARIA,526585,1,19,9
RN,2007,SAO FRANCISCO DO OESTE,21301,0,3,1
RN,2007,SAO GONCALO DO AMARANTE,14458864,2,500,220
RN,2007,SAO JOSE DE MIPIBU,5118779,5,180,80
RN,2007,SAO PAULO DO POTENGI,176891,0,3,2
RN,2007,SAO PEDRO,298480,2,20,7
RN,2007,SAO RAFAEL,69650,0,2,1
RN,2007,SAO VICENTE,238939,0,4,2
RN,2007,SENADOR ELOI DE SOUZA,421529,2,11,6
RN,2007,SERRA CAIADA,252159,0,9,4
RN,2007,SERRA NEGRA DO NORTE,151346,0,2,2
RN,2007,SEVERIANO MELO,126166,2,5,2
RN,2007,TAIPU,1190458,1,37,17
RN,2007,TANGARA,330966,1,9,6
RN,2007,TOUROS,186928,0,4,2
RN,2007,TRIUNFO POTIGUAR,191804,1,2,2
RN,2007,UPANEMA,38828,1,2,1
RN,2008,ACARI,1125677,3,32,17
RN,2008,ANGICOS,1143951,4,55,20
RN,2008,APODI,396543,2,15,8
RN,2008,AREIA BRANCA,321502,0,4,3
RN,2008,ARES,1589610,1,40,21
RN,2008,ASSU,2467667,3,80,37
RN,2008,BAIA FORMOSA,200355,0,9,4
RN,2008,BOM JESUS,515933,0,20,11
RN,2008,CAICARA DO RIO DO VENTO,948361,2,28,11
RN,2008,CAICO,1231401,1,34,19
RN,2008,CAMPO REDONDO,994374,1,28,14
RN,2008,CANGUARETAMA,1380447,4,69,29
RN,2008,CEARA-MIRIM,4299513,3,137,66
RN,2008,CURRAIS NOVOS,2873392,3,79,41
RN,2008,EXTREMOZ,1872578,4,93,38
RN,2008,FELIPE GUERRA,176354,0,4,2
RN,2008,FERNANDO PEDROZA,1245331,4,28,15
RN,2008,FLORANIA,171264,0,5,3
RN,2008,GOIANINHA,3388853,4,99,46
RN,2008,GOVERNADOR DIX-SEPT ROSADO,108576,1,7,2
RN,2008,GUAMARE,661716,5,29,9
RN,2008,IELMO MARINHO,268759,1,3,3
RN,2008,IPANGUACU,16800,0,1,1
RN,2008,ITAJA,898532,2,26,14
RN,2008,ITAU,214193,2,8,4
RN,2008,JANDAIRA,267256,2,12,6
RN,2008,JARDIM DO SERIDO,953270,0,28,15
RN,2008,JOAO CAMARA,1538208,3,53,25
RN,2008,JOSE DA PENHA,166297,0,4,2
RN,2008,JUCURUTU,357740,3,13,4
RN,2008,LAJES,1806022,5,49,28
RN,2008,LAJES PINTADAS,167424,0,2,2
RN,2008,MACAIBA,10849768,10,293,139
RN,2008,MACAU,146554,0,8,4
RN,2008,MAJOR SALES,66631,0,4,2
RN,2008,MAXARANGUAPE,643870,1,23,8
RN,2008,MOSSORO,24293719,14,686,345
RN,2008,NATAL,67077696,4,2070,936
RN,2008,PARNAMIRIM,33088255,9,1028,475
RN,2008,POCO BRANCO,400188,2,11,6
RN,2008,RIACHUELO,1449126,3,33,17
RN,2008,RIO DO FOGO,459862,0,12,7
RN,2008,SANTA CRUZ,1665998,4,54,27
RN,2008,SANTA MARIA,828127,1,25,11
RN,2008,SANTANA DO MATOS,110261,0,2,1
RN,2008,SAO GONCALO DO AMARANTE,11375874,7,440,192
RN,2008,SAO JOSE DE MIPIBU,9213161,5,242,119
RN,2008,SAO PAULO DO POTENGI,30227,0,2,1
RN,2008,SAO PEDRO,714199,4,26,10
RN,2008,SAO VICENTE,461574,1,14,8
RN,2008,SENADOR ELOI DE SOUZA,422319,1,8,4
RN,2008,SERRA CAIADA,374802,3,19,8
RN,2008,SERRA NEGRA DO NORTE,215352,1,4,2
RN,2008,SEVERIANO MELO,56151,2,2,2
RN,2008,TAIPU,959867,1,28,13
RN,2008,TANGARA,780761,2,20,9
RN,2008,TOUROS,346930,1,4,3
RN,2008,TRIUNFO POTIGUAR,202609,0,6,3
RN,2008,UPANEMA,2140,0,2,1
RN,2009,ACARI,1381806,1,36,25
RN,2009,ANGICOS,2373233,2,63,26
RN,2009,APODI,1654576,2,32,17
RN,2009,AREIA BRANCA,266607,0,7,4
RN,2009,ARES,1227358,0,35,19
RN,2009,ASSU,4155582,3,101,55
RN,2009,BAIA FORMOSA,143245,0,5,2
RN,2009,BOM JESUS,1013710,5,22,11
RN,2009,CAICARA DO RIO DO VENTO,643094,1,13,8
RN,2009,CAICO,2194768,0,55,29
RN,2009,CAMPO GRANDE,124101,1,2,1
RN,2009,CAMPO REDONDO,1530213,1,42,21
RN,2009,CANGUARETAMA,3427321,4,96,42
RN,2009,CEARA-MIRIM,4489702,6,133,53
RN,2009,CURRAIS NOVOS,3751419,4,98,41
RN,2009,EXTREMOZ,2215872,3,73,33
RN,2009,FELIPE GUERRA,766492,0,12,7
RN,2009,FERNANDO PEDROZA,713398,1,13,9
RN,2009,FLORANIA,183629,1,6,3
RN,2009,GOIANINHA,4073206,0,109,46
RN,2009,GOVERNADOR DIX-SEPT ROSADO,454284,0,17,6
RN,2009,GUAMARE,429451,0,8,5
RN,2009,IELMO MARINHO,184032,1,5,2
RN,2009,IPANGUACU,495576,1,9,7
RN,2009,ITAJA,1651109,3,59,23
RN,2009,ITAU,162698,0,4,2
RN,2009,JANDAIRA,589433,0,14,10
RN,2009,JARDIM DO SERIDO,1089121,2,24,13
RN,2009,JOAO CAMARA,1412617,4,44,22
RN,2009,JUCURUTU,183213,1,5,3
RN,2009,LAJES,2269082,1,55,31
RN,2009,MACAIBA,15976534,11,427,194
RN,2009,MACAU,355515,2,8,5
RN,2009,MAJOR SALES,348860,3,8,3
RN,2009,MAXARANGUAPE,259422,0,8,3
RN,2009,MOSSORO,37342197,19,1000,478
RN,2009,NATAL,82125633,11,2301,1041
RN,2009,NISIA FLORESTA,30050,0,2,1
RN,2009,PARNAMIRIM,43991671,14,1231,553
RN,2009,PAU DOS FERROS,233395,0,4,2
RN,2009,PEDRO AVELINO,120329,0,1,1
RN,2009,POCO BRANCO,389088,2,13,7
RN,2009,RIACHUELO,2014836,5,48,26
RN,2009,RIO DO FOGO,135557,0,3,2
RN,2009,RODOLFO FERNANDES,44119,0,6,1
RN,2009,SANTA CRUZ,2963973,5,92,37
RN,2009,SANTA MARIA,1363890,0,28,14
RN,2009,SAO GONCALO DO AMARANTE,15024554,4,467,197
RN,2009,SAO JOSE DE MIPIBU,7806106,3,205,108
RN,2009,SAO PAULO DO POTENGI,75973,0,1,1
RN,2009,SAO PEDRO,476481,1,14,5
RN,2009,SAO VICENTE,429210,0,16,4
RN,2009,SENADOR ELOI DE SOUZA,225325,1,7,3
RN,2009,SENADOR GEORGINO AVELINO,78741,0,1,1
RN,2009,SERRA CAIADA,685074,0,16,9
RN,2009,SERRA NEGRA DO NORTE,245940,1,11,6
RN,2009,SEVERIANO MELO,122009,0,3,1
RN,2009,TAIPU,1304955,2,28,14
RN,2009,TANGARA,867845,6,22,12
RN,2009,TENENTE LAURENTINO CRUZ,158353,2,3,1
RN,2009,TIMBAUBA DOS BATISTAS,115043,0,2,1
RN,2009,TOUROS,215796,0,10,3
RN,2009,TRIUNFO POTIGUAR,255038,0,4,4
RN,2009,UPANEMA,98938,0,2,1
RN,2010,ACARI,2714651,5,65,30
RN,2010,ANGICOS,2629793,3,64,29
RN,2010,APODI,1190397,6,32,14
RN,2010,AREIA BRANCA,1453209,2,31,15
RN,2010,ARES,1450122,1,31,18
RN,2010,ASSU,6330935,5,148,65
RN,2010,BAIA FORMOSA,421289,1,13,6
RN,2010,BOM JESUS,736179,0,20,10
RN,2010,CAICARA DO RIO DO VENTO,426617,2,14,7
RN,2010,CAICO,4591188,3,98,46
RN,2010,CAMPO GRANDE,34317,0,1,1
RN,2010,CAMPO REDONDO,1091864,3,40,19
RN,2010,CANGUARETAMA,5350624,2,96,52
RN,2010,CEARA-MIRIM,5414928,6,134,65
